

26.01,35,8,64,49,50,4,238

05/09/2015,Devante Smith-Pelly,Montreal Canadiens,EV,Wrist,42,Torrey Mitchell,Jeff Petry,
05/09/2015,Steven Stamkos,Tampa Bay Lightning,EV,Wrist,12,Anton Stralman,Alex Killorn,
05/09/2015,Pierre-Alexandre Parenteau,Montreal Canadiens,EV,Wrist,38,P.K. Subban,,
05/12/2015,Nikita Kucherov,Tampa Bay Lightning,EV,Tip-In,15,Ondrej Palat,,
05/12/2015,Steven Stamkos,Tampa Bay Lightning,EV,Wrist,30,Alex Killorn,Matthew Carle,
05/12/2015,Ondrej Palat,Tampa Bay Lightning,PP,Wrist,18,Nikita Kucherov,Anton Stralman,
05/12/2015,Max Pacioretty,Montreal Canadiens,EV,Wrist,19,Brendan Gallagher,,
05/12/2015,Nikita Kucherov,Tampa Bay Lightning,EV-EN,Wrist,81,,,
04/30/2015,Alex Ovechkin,Washington Capitals,PP,Snap,45,John Carlson,Braden Holtby,
04/30/2015,Jesper Fast,New York Rangers,EV,Tip-In,11,Kevin Hayes,Carl Hagelin,
04/30/2015,Joel Ward,Washington Capitals,EV,Snap,7,Alex Ovechkin,Nicklas Backstrom,
